ID,YEAR,COUNTRY,MAGNITUDE
6997,1700,JAPAN,7
5990,1700,SOUTH KOREA,6.5
1151,1701,HAITI,
1152,1701,MEXICO,
1153,1702,ITALY,
1154,1702,MARTINIQUE,
1157,1703,ITALY,
1161,1703,ITALY,6.7
1162,1703,IRAN,
9996,1703,ITALY,3.2
1163,1703,JAPAN,8.2
1155,1703,IRAN,
1166,1704,JAPAN,
1167,1704,CHINA,5.5
7920,1704,CHINA,6
1168,1704,GREECE,
1169,1705,CHILE,
1170,1706,ICELAND,
1172,1706,ITALY,
1174,1707,PERU,5.8
1176,1707,JAPAN,8.4
1178,1707,JAPAN,8.4
1173,1707,TURKEY,
6880,1707,EL SALVADOR,
5992,1708,JAPAN,7
1179,1708,FRANCE,
5993,1708,INDONESIA,
1180,1709,CHINA,7.5
5994,1710,INDONESIA,
8100,1710,CHINA,5.5
1181,1711,JAPAN,
1182,1711,MEXICO,
6021,1711,INDONESIA,7
1184,1711,FRANCE,
5995,1711,JAPAN,6.7
1185,1713,CHINA,6.8
1186,1713,CHINA,6.5
1187,1714,JAPAN,
1188,1714,MEXICO,
1189,1714,GREECE,6.3
7706,1714,MYANMAR (BURMA),
1190,1714,GREECE,
1192,1715,TURKEY,6.6
5996,1715,PERU,7.5
6032,1715,JAPAN,6.6
1191,1715,TURKEY,
1197,1716,ALGERIA,
1198,1716,PERU,8.8
1201,1716,PERU,8.6
1202,1716,MEXICO,
1203,1716,ALGERIA,
1205,1716,PHILIPPINES,
1196,1716,CHINA,7.5
1207,1717,JAPAN,7.6
1208,1717,CROATIA,
1206,1717,USA TERRITORY,
1210,1718,CHINA,7.5
1212,1719,TURKEY,
1211,1719,MOROCCO,
6881,1719,EL SALVADOR,
1213,1720,CHINA,6.8
1215,1720,INDIA,
1216,1720,AZORES (PORTUGAL),
7962,1720,TAIWAN,5.5
1218,1720,AZORES (PORTUGAL),
1219,1720,SWITZERLAND,
7921,1721,TAIWAN,6
1220,1721,CROATIA,
1221,1721,PHILIPPINES,
1222,1721,IRAN,7.7
8117,1721,TAIWAN,
1225,1722,GREECE,
9533,1722,INDONESIA,
1227,1722,PORTUGAL,
1228,1723,GREECE,7
1230,1725,PERU,7.7
1234,1725,PERU,7.6
1233,1725,CHINA,6
1235,1725,RUSSIA,8.2
6022,1725,PERU,
7922,1725,CHINA,5.5
5997,1726,JAPAN,6.6
1237,1726,ITALY,
1238,1727,MEXICO,
1239,1727,NORTH KOREA,5.7
10004,1727,ITALY,5.2
1241,1727,MARTINIQUE,
1242,1727,IRAN,
1243,1728,PHILIPPINES,
1244,1729,JAPAN,
1247,1730,ITALY,
1248,1730,ITALY,
1249,1730,AZORES (PORTUGAL),
1246,1730,CHILE,8.7
1253,1730,CHINA,6.5
9815,1730,JAPAN,7.6
1245,1730,PHILIPPINES,
1256,1731,ITALY,
10028,1731,JAPAN,6.6
1257,1731,MEXICO,
1255,1731,MOROCCO,
5999,1732,MEXICO,
1259,1732,ITALY,
6000,1732,JAPAN,6.5
7264,1732,ICELAND,
1261,1733,CHINA,7.5
1262,1733,ETHIOPIA,
7263,1734,ICELAND,
7262,1734,UK,
1263,1735,COLOMBIA,4.5
6014,1735,PHILIPPINES,
1265,1736,TAIWAN,6
1267,1736,ECUADOR,
1268,1737,INDIA,
6001,1737,RUSSIA,
1270,1737,RUSSIA,7.8
1271,1737,RUSSIA,7.5
1272,1737,CHILE,8
7963,1738,CHINA,5.5
6002,1738,GREECE,6.5
7964,1738,CHINA,6.5
1274,1739,CHINA,8
1275,1739,SERBIA AND MONTENEGRO,
1273,1739,PERU,
1277,1739,MEXICO,
1276,1739,AZORES (PORTUGAL),
1278,1739,JAPAN,7.1
1279,1740,MEXICO,
1280,1740,SERBIA AND MONTENEGRO,
1281,1741,ITALY,
1282,1741,GREECE,
1283,1742,GREECE,
9783,1742,CHILE,
1284,1742,RUSSIA,7.7
1285,1742,GREECE,
1286,1742,RUSSIA,7.5
1288,1743,PHILIPPINES,
7777,1743,GREECE,6.9
1290,1743,PHILIPPINES,
1291,1743,COLOMBIA,
6023,1744,PHILIPPINES,
1295,1746,PERU,8
9910,1747,PHILIPPINES,
1298,1747,PERU,
8095,1748,CHINA,5.5
1299,1748,SPAIN,
8096,1748,CHINA,5.5
1300,1748,GREECE,6.8
7965,1748,CHINA,6
1301,1748,CHINA,5.5
1304,1749,PHILIPPINES,
1302,1749,MEXICO,
1306,1750,FRANCE,
1307,1750,GREECE,
1308,1750,CHINA,6
1309,1750,BULGARIA,
1310,1750,CROATIA,
6837,1750,VENEZUELA,
5906,1750,MYANMAR (BURMA),
1305,1750,MEXICO,
1314,1751,COLOMBIA,
1315,1751,JAPAN,6.6
1319,1751,CHILE,8.5
1317,1751,CHINA,6.8
1320,1751,TURKEY,
1321,1751,ITALY,
1322,1751,DOMINICAN REPUBLIC,
6010,1751,HAITI,
1323,1751,DOMINICAN REPUBLIC,
8263,1751,ITALY,
1324,1751,HAITI,
7968,1752,PORTUGAL,
1327,1752,SYRIA,
1326,1752,GREECE,
1325,1752,ISRAEL,
1328,1754,PHILIPPINES,
5907,1754,INDONESIA,6.5
1330,1754,MEXICO,
1329,1754,EGYPT,
5908,1754,INDONESIA,
1331,1755,CHINA,6.5
1332,1755,CHINA,6
1333,1755,SERBIA AND MONTENEGRO,
1334,1755,ECUADOR,7
1336,1755,IRAN,
1339,1755,PORTUGAL,8.5
5828,1755,USA,7
1342,1755,MOROCCO,
1343,1755,SWITZERLAND,
7939,1756,PORTUGAL,
1345,1757,ECUADOR,7
1346,1757,MOROCCO,
1347,1757,CROATIA,
1348,1757,AZORES (PORTUGAL),
1350,1757,ITALY,
7889,1757,UK,
1351,1757,ITALY,
6028,1757,INDONESIA,7.5
1353,1758,TUNISIA,
1354,1758,AZORES (PORTUGAL),
1356,1759,ITALY,
1357,1759,GREECE,
1358,1759,GREECE,
1359,1759,MEXICO,
1360,1759,ISRAEL,6.4
1362,1759,LEBANON,
1363,1760,CUBA,
6035,1761,PORTUGAL,8.5
1364,1761,CHINA,6
1365,1761,CHINA,6
1366,1761,RUSSIA,7.7
1368,1762,BANGLADESH,
5909,1762,JAPAN,6.6
1369,1763,JAPAN,7.4
5910,1763,JAPAN,7.8
1370,1763,JAPAN,7.1
1372,1763,HUNGARY,6.2
6036,1763,INDONESIA,
1373,1763,CHINA,6.5
10205,1764,HONDURAS,6.5
7938,1764,PORTUGAL,
1374,1765,EL SALVADOR,
1375,1765,CHINA,6.5
10015,1765,CHILE,
1378,1766,JAPAN,6.9
1379,1766,TURKEY,
1380,1766,IRAN,
1381,1766,CUBA,6.8
1382,1766,COLOMBIA,
1383,1766,GREECE,
1384,1766,MARTINIQUE,
1387,1766,VENEZUELA,7.5
1377,1766,GUATEMALA,
5912,1767,MARTINIQUE,
1388,1767,GREECE,
1389,1767,ITALY,
1390,1767,PHILIPPINES,
5913,1767,CHINA,
5914,1768,PAPUA NEW GUINEA,7.5
5915,1768,JAPAN,6.5
1391,1768,ITALY,
1392,1768,CROATIA,
1395,1769,IRAQ,
1393,1769,IRAN,
5916,1769,JAPAN,7.4
1397,1769,GREECE,
1398,1769,RUSSIA,7.3
1394,1769,SWITZERLAND,
1400,1770,GREECE,
1401,1770,JAPAN,7.4
5917,1770,HAITI,
8097,1770,CHINA,5.5
1403,1770,PHILIPPINES,
9532,1770,INDONESIA,7
1404,1771,PHILIPPINES,
1405,1771,JAPAN,7.4
1409,1771,JAMAICA,
1410,1772,GREECE,
1412,1772,JAPAN,7.4
1411,1772,FRANCE,
1414,1773,MOROCCO,
1415,1773,GUATEMALA,
8241,1773,GUATEMALA,
1420,1774,SWITZERLAND,
1418,1774,CANADA,
1419,1774,FRENCH GUIANA,
1422,1775,CUBA,
6024,1775,HAITI,
5919,1775,INDONESIA,
1423,1775,CROATIA,
5921,1775,HAITI,
1424,1775,VENEZUELA,
1425,1776,DOMINICAN REPUBLIC,
1426,1776,MEXICO,
1429,1776,TAIWAN,5.5
1430,1777,MEXICO,
1431,1777,MOROCCO,
1432,1778,IRAN,
1433,1778,TURKEY,
1434,1778,IRAN,
1436,1779,IRAN,6.5
1439,1780,IRAN,7.7
1442,1780,RUSSIA,7.5
1443,1780,SERBIA AND MONTENEGRO,
1445,1780,JAMAICA,
1446,1780,GREECE,
1448,1781,ITALY,
1450,1781,JAMAICA,
1447,1781,IRAQ,
5923,1782,TAIWAN,
5924,1782,JAPAN,7.3
1459,1783,ITALY,
1455,1783,ITALY,6.9
1462,1783,ITALY,5.9
8248,1783,ITALY,6.6
8249,1783,ITALY,
1463,1783,ITALY,5.9
1464,1783,TURKEY,
1467,1783,ITALY,6.9
1468,1783,ITALY,
1452,1783,DOMINICAN REPUBLIC,
7507,1784,ITALY,4.1
7508,1784,ITALY,4.1
1469,1784,MEXICO,
1470,1784,MEXICO,
1471,1784,PERU,8
1474,1784,TURKEY,
1475,1784,HAITI,
1476,1784,ICELAND,
1477,1784,SPAIN,
1479,1785,GREECE,
1480,1785,CHINA,6
1481,1785,COLOMBIA,
1485,1786,GREECE,
1487,1786,ITALY,
1488,1786,CHINA,7.5
8113,1786,CHINA,6
1484,1786,VENEZUELA,
6033,1787,MEXICO,8.3
5925,1787,MEXICO,7.3
1494,1787,USA TERRITORY,
1495,1787,USA TERRITORY,
1493,1787,PHILIPPINES,
1496,1787,PHILIPPINES,
6029,1787,JAMAICA,
5926,1788,USA,8
5927,1788,USA,8
1500,1788,SAINT LUCIA,
1498,1788,TOGO,5.6
1501,1789,CHINA,6.5
1502,1789,ITALY,
1503,1789,CHINA,5
1504,1790,ALGERIA,
1505,1790,RUSSIA,7.5
8114,1791,CHINA,5.5
5930,1791,RUSSIA,6.8
5931,1791,JAPAN,6.5
1510,1791,ITALY,
1513,1791,GREECE,
7506,1791,GREECE,7
1508,1791,IRAN,
1507,1791,MOROCCO,
1506,1791,GUATEMALA,
1515,1792,JAPAN,6.4
5932,1792,JAPAN,6.9
1516,1792,TAIWAN,6.8
1517,1792,RUSSIA,8.4
1518,1792,CHINA,6
7057,1792,USA,
1520,1793,JAPAN,6.9
1521,1793,JAPAN,8.3
1523,1793,HAITI,
1524,1793,CHINA,6
1525,1793,AZORES (PORTUGAL),
1526,1794,IRAN,
1527,1794,VENEZUELA,
1528,1795,SIERRA LEONE,5.2
1529,1795,MEXICO,
10142,1795,TRINIDAD AND TOBAGO,
1530,1796,COLOMBIA,
1531,1796,SYRIA,
1532,1796,ITALY,
1533,1796,CHILE,7.7
1534,1796,PHILIPPINES,
1537,1797,ECUADOR,8.3
5933,1797,INDONESIA,8
1541,1797,VENEZUELA,
6882,1798,EL SALVADOR,
5934,1798,COSTA RICA,
1543,1798,ITALY,
1544,1798,GREECE,
7536,1798,CHILE,
1547,1799,FRANCE,
5935,1799,JAPAN,6.4
1548,1799,ITALY,
1549,1799,ITALY,
1550,1799,CHINA,6.5
1545,1799,COLOMBIA,5
1546,1799,UZBEKISTAN,6
9796,1799,PERU,
1553,1800,MEXICO,
1552,1800,IRAN,6.5
1551,1800,CANARY ISLANDS,
1554,1801,MEXICO,
1555,1801,SWITZERLAND,
6039,1802,ANTIGUA AND BARBUDA,
1556,1802,ITALY,
6519,1802,VENEZUELA,
6040,1802,INDONESIA,
1558,1802,ROMANIA,7.4
8151,1802,ALGERIA,
1560,1802,JAPAN,6.6
1562,1803,CHINA,6
1563,1803,INDIA,
1564,1804,GREECE,
10120,1804,AFGHANISTAN,
1565,1804,GREECE,
1566,1804,JAPAN,7.3
1569,1804,SPAIN,
1571,1805,VENEZUELA,
1572,1805,COLOMBIA,
1575,1805,ITALY,
1570,1805,IRAN,
5857,1806,USA,
1577,1806,MEXICO,7.5
7799,1806,ITALY,
1579,1806,PERU,7.5
10057,1808,ITALY,5.7
1581,1808,MOROCCO,
6042,1808,JAPAN,6.5
1582,1808,IRAN,
1583,1808,IRAN,
1580,1808,ECUADOR,
8203,1809,SOUTH AFRICA,
1584,1809,IRAN,
9927,1809,USA TERRITORY,
1585,1810,GREECE,
1586,1810,CANARY ISLANDS,
1587,1810,JAPAN,6.6
1588,1810,CUBA,
1589,1811,GEORGIA,4.2
1590,1811,TAIWAN,7
1591,1811,CHINA,6.5
1592,1811,PHILIPPINES,
6527,1811,CHILE,
1594,1811,USA,8.5
7058,1811,USA,8
1597,1812,USA,8.4
1598,1812,USA,8.8
1599,1812,CHINA,8
1601,1812,ITALY,
1602,1812,FRANCE,
1605,1812,VENEZUELA,7.7
7893,1812,FRANCE,
1607,1812,JAMAICA,
1608,1812,JAPAN,6.6
1609,1812,USA,6.9
1610,1812,USA,7.5
1612,1813,PERU,
1611,1813,IRAN,
1613,1814,PHILIPPINES,
7970,1814,CHINA,5.3
1614,1814,FRANCE,
1615,1814,CHINA,6
6068,1814,INDONESIA,
7528,1815,INDONESIA,
1617,1815,MEXICO,
1618,1815,TAIWAN,6.5
1619,1815,CHINA,6.8
1620,1815,INDONESIA,7
1621,1815,GREECE,
1616,1815,GREECE,
6069,1816,INDONESIA,
1622,1816,GUATEMALA,7.5
8098,1816,CHINA,6.5
6635,1817,USA,
1623,1817,FRANCE,8
1624,1817,CHINA,
1625,1817,GREECE,6.8
1626,1818,ITALY,
1627,1818,ITALY,
6556,1818,INDONESIA,7
1629,1818,MEXICO,7.5
1630,1818,BULGARIA,
1631,1818,MEXICO,
1632,1818,ITALY,
6642,1818,INDONESIA,8.5
1633,1819,CHINA,5.8
1634,1819,ALGERIA,
1635,1819,CHILE,8
1636,1819,CHILE,8
1638,1819,CHILE,8.5
1640,1819,ITALY,
1642,1819,INDIA,7.7
7894,1819,NORWAY,5.8
6650,1820,USA,
1649,1820,GREECE,
1650,1820,MEXICO,7.6
1651,1820,CHINA,6
1652,1820,IRAN,
1654,1820,GREECE,6.9
1653,1820,INDONESIA,7.5
1646,1820,VENEZUELA,
7978,1820,CONGO,6.2
1648,1820,IRAN,
1655,1821,GREECE,
1656,1821,MOROCCO,
10078,1821,UK TERRITORY,
1657,1821,PERU,
6504,1821,ROMANIA,6.7
1661,1822,COSTA RICA,7.6
1662,1822,CHINA,5.5
1660,1822,TURKEY,
1665,1822,TURKEY,
1669,1822,CHILE,8.5
1672,1822,CHILE,
1673,1822,GRENADA,
1675,1823,ITALY,
6636,1823,USA,
1677,1823,GREECE,
1678,1823,VENEZUELA,
1679,1823,IRAN,
6071,1823,INDONESIA,6.8
1680,1823,CROATIA,
6072,1823,MARTINIQUE,
1674,1823,IRAN,
1681,1824,JAMAICA,
8242,1824,IRAN,
1682,1824,IRAN,6.4
6614,1824,GUADELOUPE,
1684,1824,PHILIPPINES,
1685,1824,PHILIPPINES,
6073,1824,MARTINIQUE,
1686,1825,GREECE,6.8
1689,1825,COLOMBIA,
1692,1825,ALGERIA,
1693,1825,USA TERRITORY,
1694,1825,TRINIDAD AND TOBAGO,
1695,1825,IRAN,
8243,1825,IRAN,6.7
9918,1826,JAPAN,
1698,1826,COLOMBIA,8.2
1700,1826,CUBA,
1697,1826,NEW ZEALAND,8
1701,1827,CHINA,5.3
1702,1827,TURKEY,
6651,1827,RUSSIA,
1703,1827,PAKISTAN,
1706,1827,COLOMBIA,7
1710,1827,MARTINIQUE,
1712,1828,ITALY,
1715,1828,PERU,8.3
6557,1828,JAPAN,6.4
1717,1828,INDIA,
1718,1828,AZERBAIJAN,5.7
1719,1828,PHILIPPINES,
1720,1828,JAPAN,
1722,1828,INDONESIA,
1723,1829,RUSSIA,7.5
1727,1829,SPAIN,
1728,1829,GREECE,
1729,1829,GREECE,
1730,1829,CHILE,7
7980,1829,CHINA,5.5
1731,1829,CHINA,6
1732,1829,ROMANIA,
1734,1830,PHILIPPINES,
1733,1830,MEXICO,
1735,1830,RUSSIA,
1736,1830,RUSSIA,6.3
1737,1830,IRAN,6.5
1738,1830,IRAN,
1740,1830,CHINA,7.5
1741,1830,JAPAN,
9911,1830,PHILIPPINES,
1742,1831,GREECE,
1743,1831,ITALY,
1744,1831,BARBADOS,
1745,1831,ITALY,
1746,1831,CHINA,6.3
1748,1831,CHILE,7.8
6043,1831,TRINIDAD AND TOBAGO,7
10066,1831,NEW ZEALAND,
1749,1832,ITALY,
1751,1832,AFGHANISTAN,
1753,1832,ITALY,
1754,1833,ALBANIA,6.4
6044,1833,MEXICO,
1755,1833,CHILE,
1756,1833,INDIA,7.5
1758,1833,NEPAL,8
1759,1833,CHINA,8
1760,1833,PERU,7.7
1763,1833,INDONESIA,8.3
1765,1833,JAPAN,7.4
1766,1834,COLOMBIA,7
6531,1834,JAPAN,6.4
1768,1834,ITALY,
1769,1834,COLOMBIA,
6045,1834,MEXICO,7
7981,1834,CHINA,5
1770,1834,COLOMBIA,
1771,1834,JORDAN,6.3
9923,1834,USA TERRITORY,
1772,1834,VENEZUELA,
1773,1834,INDONESIA,
1774,1834,HUNGARY,6.8
7982,1834,CHINA,6
8099,1834,CHINA,5.5
1776,1835,CHILE,8.2
1781,1835,SWITZERLAND,
1782,1835,JAPAN,7.6
1783,1835,TURKEY,
1784,1835,ITALY,
1787,1835,INDONESIA,
6046,1836,INDONESIA,
1788,1836,ITALY,
1789,1836,USA,
6047,1836,CHILE,7.5
1790,1836,ITALY,
6048,1836,INDONESIA,7.5
1794,1837,ISRAEL,6.4
1795,1837,ITALY,
1796,1837,USA TERRITORY,
10025,1837,MEXICO,6.5
1798,1837,VENEZUELA,
1797,1837,CHINA,6
6050,1837,INDONESIA,7.3
10026,1837,MEXICO,7
1800,1837,CHILE,8.5
1803,1837,MEXICO,7.5
1804,1837,INDONESIA,
1807,1838,ROMANIA,6.9
6051,1838,CHILE,
1808,1838,USA,7
1806,1838,ISRAEL,
1805,1838,MYANMAR (BURMA),
1811,1839,MARTINIQUE,7.8
1812,1839,CHINA,6
1813,1839,CHINA,6
6883,1839,EL SALVADOR,
1814,1839,MYANMAR (BURMA),
6076,1839,USA,
1815,1839,VENEZUELA,
6621,1839,JAPAN,7.3
1816,1839,TAIWAN,6.5
1817,1839,SWITZERLAND,
1819,1840,INDONESIA,7
7538,1840,PERU,
6558,1840,INDONESIA,
1820,1840,PHILIPPINES,6.5
1823,1840,TURKEY,6.7
1825,1840,SLOVENIA,4.9
1827,1840,GREECE,
6514,1840,USA,5.2
1829,1841,RUSSIA,8.4
1830,1841,AZORES (PORTUGAL),
1831,1841,COSTA RICA,
6052,1841,INDONESIA,
6053,1841,INDONESIA,6
1833,1842,AZERBAIJAN,4.3
1834,1842,AFGHANISTAN,
1836,1842,GREECE,
1840,1842,HAITI,8.1
1842,1842,CHINA,7
8261,1842,CANADA,
9534,1842,BANGLADESH,6
1843,1842,ETHIOPIA,
6054,1843,INDONESIA,7.3
1844,1843,IRAN,
6055,1843,INDONESIA,6
1846,1843,GUADELOUPE,8.3
1847,1843,INDIA,
1848,1843,IRAN,
1849,1843,JAPAN,8.4
1851,1843,NEW ZEALAND,7.5
1852,1843,GREECE,
1853,1843,CHILE,
1855,1844,USA TERRITORY,
1857,1844,IRAN,6.4
1860,1844,TURKEY,
1859,1844,IRAN,6.9
1862,1844,SAINT VINCENT AND THE GRENADINES,
1861,1844,NICARAGUA,
1863,1844,ARGENTINA,
1865,1845,INDONESIA,7
1866,1845,ETHIOPIA,
1867,1845,COLOMBIA,
1864,1845,TAIWAN,6
1868,1845,MEXICO,
1869,1845,MEXICO,8
1870,1845,CHILE,
6559,1845,INDIA,6.3
6056,1845,NEW ZEALAND,
1871,1845,TURKEY,
1872,1845,SLOVENIA,4.9
6057,1846,INDONESIA,7.3
10222,1846,CHILE,
6058,1846,JAPAN,6.9
1876,1846,GREECE,
1878,1846,PERU,7.9
1879,1846,ITALY,
1881,1846,ITALY,6.1
1883,1846,INDIA,7.5
1884,1847,CHILE,
1887,1847,JAPAN,7.4
6059,1847,PERU,
1888,1847,RUSSIA,7.5
1889,1847,EGYPT,
1890,1847,MEXICO,
6060,1847,CHILE,7.3
10223,1847,CHILE,
6649,1847,INDIA,
1891,1847,INDONESIA,
7936,1847,PORTUGAL,
1892,1848,ITALY,
1893,1848,MOROCCO,
1894,1848,MEXICO,
6857,1848,FRENCH POLYNESIA,6.5
6061,1848,NEW ZEALAND,7.9
10012,1848,NEW ZEALAND,6
10013,1848,NEW ZEALAND,6
1895,1848,TAIWAN,6.8
1896,1849,USA TERRITORY,7.5
1897,1849,VENEZUELA,6
1899,1849,VENEZUELA,
6062,1849,RUSSIA,
1900,1849,RUSSIA,7.5
1902,1849,CHILE,7.5
1904,1850,CROATIA,
1905,1850,CHINA,7.5
1903,1850,CHINA,5
1907,1851,SWITZERLAND,
1908,1851,ALBANIA,
1909,1851,COLOMBIA,
1912,1851,TURKEY,
1913,1851,CHILE,7.1
1914,1851,PAKISTAN,
6064,1851,USA,
1915,1851,GUADELOUPE,
6560,1851,CHILE,7.2
1918,1851,ITALY,
1921,1851,ALBANIA,6.6
1922,1851,ALBANIA,
6065,1851,USA,
1906,1851,IRAN,
9907,1852,INDONESIA,6.5
1927,1852,MEXICO,
1924,1852,PAKISTAN,
1928,1852,IRAN,5.8
1929,1852,AZORES (PORTUGAL),
1930,1852,CHINA,6
6609,1852,CUBA,
1931,1852,TURKEY,7.3
1933,1852,PHILIPPINES,7.5
6066,1852,INDONESIA,6.8
9882,1852,INDONESIA,
6067,1852,USA,
1934,1852,INDONESIA,8.3
6111,1852,PERU,
6534,1852,MEXICO,7
6112,1852,MEXICO,
1935,1852,AZORES (PORTUGAL),
1936,1852,PHILIPPINES,
9883,1852,INDONESIA,7
1938,1853,USA,
1939,1853,JAPAN,
1940,1853,ITALY,
1942,1853,IRAN,
1944,1853,ITALY,
1948,1853,VENEZUELA,6.7
1950,1853,GREECE,
9956,1853,JAPAN,
6113,1853,RUSSIA,
6114,1853,TONGA,
1937,1853,PHILIPPINES,
1951,1854,MEXICO,
6115,1854,INDONESIA,6
1952,1854,MEXICO,
6116,1854,USA,
1955,1854,ITALY,
1957,1854,EL SALVADOR,
1958,1854,MEXICO,
6117,1854,USA,
1959,1854,ITALY,
1960,1854,JAPAN,
1962,1854,FRANCE,
1964,1854,ALBANIA,
6118,1854,COSTA RICA,7.2
6119,1854,COSTA RICA,7.2
1966,1854,IRAN,4.5
6644,1854,INDONESIA,
6120,1854,USA,
1969,1854,JAPAN,8.3
1971,1854,JAPAN,8.4
7983,1854,CHINA,5.5
9997,1854,FRANCE,
1973,1855,NEW ZEALAND,8
1974,1855,MEXICO,
10041,1855,NEW ZEALAND,5.5
1977,1855,TURKEY,6.7
1978,1855,MEXICO,
6121,1855,USA,
1979,1855,PHILIPPINES,
1981,1855,TURKEY,
1982,1855,TURKEY,6.7
1983,1855,ALBANIA,
1984,1855,USA,6
1985,1855,INDONESIA,
1986,1855,SWITZERLAND,8.5
1987,1855,SWITZERLAND,
1988,1855,SWITZERLAND,
9784,1855,CHILE,
1989,1855,ALGERIA,
6122,1855,HONDURAS,
10017,1855,USA,
1990,1855,SWITZERLAND,
6528,1855,JAPAN,7
1991,1855,JAPAN,7
9817,1855,JAPAN,7
7985,1855,CHINA,5.5
1993,1855,FRANCE,
7984,1855,CHINA,4.8
7937,1856,PORTUGAL,
1994,1856,MEXICO,
6977,1856,USA,5.5
1995,1856,INDONESIA,
1996,1856,ITALY,
1997,1856,CHINA,5.5
6123,1856,INDONESIA,
6520,1856,HONDURAS,7.5
1999,1856,ALGERIA,
8153,1856,ALGERIA,
2001,1856,JAPAN,8
2005,1856,GREECE,
2006,1856,GREECE,6.6
8198,1857,SUDAN,
2007,1857,USA,8.3
2008,1857,IRAN,
2009,1857,TURKEY,6.7
6125,1857,PAPUA NEW GUINEA,8
6126,1857,INDONESIA,7
8154,1857,ALGERIA,
6622,1857,JAPAN,6.4
2010,1857,ITALY,
6124,1857,TURKEY,
2011,1857,IRAN,
6127,1857,INDONESIA,
6128,1857,INDONESIA,
2013,1857,ITALY,6.5
2017,1858,SLOVAKIA,
2018,1858,RUSSIA,7.5
2019,1858,GREECE,
2020,1858,JAPAN,
10184,1858,JAPAN,
6129,1858,CHILE,6.5
2022,1858,MEXICO,
2023,1858,MEXICO,
2024,1858,MYANMAR (BURMA),
2025,1858,ALBANIA,
2026,1858,BULGARIA,
6130,1858,JAPAN,
2027,1858,ALBANIA,
2028,1858,PORTUGAL,
2031,1858,USA,
6131,1858,INDONESIA,7.3
2033,1859,ECUADOR,
2035,1859,ITALY,
2036,1859,TURKEY,6.1
2037,1859,AZERBAIJAN,5.9
6132,1859,INDONESIA,7
6133,1859,INDONESIA,
6561,1859,INDONESIA,7.3
2038,1859,TURKEY,
2039,1859,ITALY,
6134,1859,EL SALVADOR,6.2
6135,1859,USA,
6136,1859,INDONESIA,6.8
2040,1859,CHILE,7.6
6137,1859,INDONESIA,
9312,1859,AUSTRALIA,
6562,1859,EL SALVADOR,7
6551,1859,INDONESIA,
6138,1860,HAITI,
2042,1860,ALBANIA,
6139,1860,PERU,
6535,1860,INDONESIA,
6140,1860,INDONESIA,
2043,1861,INDONESIA,8.5
6142,1861,INDONESIA,7
2044,1861,ARGENTINA,
2047,1861,PERU,
6143,1861,INDONESIA,7
2048,1861,JAMAICA,
2049,1861,ETHIOPIA,
2050,1861,ITALY,
6144,1861,INDONESIA,6.8
2051,1861,USA,
7986,1861,CHINA,6
6145,1861,INDONESIA,6.5
6146,1861,JAPAN,7.4
2052,1861,GREECE,7.5
2054,1862,RUSSIA,7.5
6564,1862,PHILIPPINES,6.5
2056,1862,GREECE,
2057,1862,ALBANIA,
6978,1862,USA,5.9
2059,1862,TAIWAN,6.5
2061,1862,GHANA,6.5
2062,1862,IRAN,
2063,1862,TURKEY,6.1
2064,1862,NICARAGUA,
2065,1862,CHINA,5.5
2067,1863,IRAN,
6149,1863,INDONESIA,
2068,1863,GREECE,6.7
2070,1863,CHINA,5.5
2073,1863,PHILIPPINES,6.5
2075,1863,FRANCE,
2074,1863,PHILIPPINES,
2076,1863,INDONESIA,
2077,1863,GREECE,
6150,1863,VANUATU,7.5
6529,1863,JAPAN,6.4
8102,1863,CHINA,5.5
2078,1863,TURKEY,6.7
2079,1863,IRAN,
2066,1863,TURKEY,
2082,1864,IRAN,
8319,1864,IRAN,
2085,1864,HAITI,
2086,1864,INDONESIA,7.8
7161,1864,CANADA,
2087,1864,MEXICO,
2088,1864,IRAQ,6.4
6151,1865,PERU,
2092,1865,IRAQ,
10062,1865,PERU,
10061,1865,JAPAN,
2093,1865,USA,
2091,1865,IRAN,6
2094,1865,INDONESIA,
2095,1865,ITALY,
2097,1865,GREECE,
2098,1865,USA,
2099,1865,USA,6.3
2100,1865,PHILIPPINES,6
6153,1865,TONGA,8
2102,1866,ALBANIA,
2101,1866,MEXICO,
10154,1866,GREECE,
10155,1866,GREECE,6.1
7966,1866,GREECE,6
2104,1866,ALBANIA,
2105,1866,NEPAL,
6565,1866,USA,
2106,1866,ALBANIA,6.7
2107,1866,PHILIPPINES,
2109,1867,ALGERIA,
2110,1867,GREECE,
2112,1867,GREECE,7.9
2114,1867,GREECE,7
2115,1867,USA TERRITORY,
2116,1867,IRAQ,
2117,1867,INDONESIA,
2118,1867,GREECE,7.1
6154,1867,VENEZUELA,
2120,1867,USA TERRITORY,7.5
2121,1867,USA TERRITORY,
2123,1867,TAIWAN,7
2124,1868,IRAN,
6155,1868,USA TERRITORY,
2125,1868,USA,7.9
2126,1868,UZBEKISTAN,6.5
2127,1868,MEXICO,
2128,1868,TURKEY,6.7
6156,1868,USA,
2129,1868,MEXICO,
6157,1868,MEXICO,
2130,1868,BANGLADESH,7.5
6623,1868,MEXICO,
2139,1868,CHILE,8.5
6897,1868,VENEZUELA,
10008,1868,CHILE,8.5
2142,1868,ECUADOR,8
2143,1868,ECUADOR,7.7
7967,1868,ITALY,
6158,1868,CHILE,
